Name,Category,Product Url
Combination Spanner Set (6-19)mm,Hardwere & Tools,http://machineandtoolsbd.com/product/combination-spanner-set-6-19mm/
Cut Off Saw Machine -4HP,Machinery,http://machineandtoolsbd.com/product/cut-off-saw-machine-4hp/
Cut Off Saw Machine -3HP,Machinery,http://machineandtoolsbd.com/product/cut-off-saw-machine-3hp/
26PCS BITS SET,Hardwere & Tools,http://machineandtoolsbd.com/product/26pcs-bits-set/
Paper Cutter Machineকাগজ কাটার-A4/A3/B4,Paper & Printing Equipment,http://machineandtoolsbd.com/product/paper-cutter-machine%e0%a6%95%e0%a6%be%e0%a6%97%e0%a6%9c-%e0%a6%95%e0%a6%be%e0%a6%9f%e0%a6%be%e0%a6%b0-a4a3b4/
"Pressure Reducing Valve, Flange To PN 40, 2-10.00 Bar -2”(DN 50)",Boiler Equipments,http://machineandtoolsbd.com/product/pressure-reducing-valve-flange-to-pn-40-2-10-00-bar-2dn-50/
Tire Inflating Gun TG-7,Pneumatic Components,http://machineandtoolsbd.com/product/tire-inflating-gun-tg-7/
Stainless Steel Ball Valve-1/2″,Boiler Equipments,http://machineandtoolsbd.com/product/stainless-steel-ball-valve-12/
Welding Machine MMA-200,Machinery,http://machineandtoolsbd.com/product/welding-machine-mma-200/
Generator,Machinery,http://machineandtoolsbd.com/product/generator/
Fuel Injection Gear Pump,Machinery,http://machineandtoolsbd.com/product/fuel-injection-gear-pump/
6pc 100mm File Set INGCO,Hardwere & Tools,http://machineandtoolsbd.com/product/6pc-100mm-file-set-ingco/
Red Arrow TEXTILE CLEANING SPRAY GUN,Textile Machinery,http://machineandtoolsbd.com/product/red-arrow-textile-cleaning-spray-gun/
Filter gas MADAS- 2″,Boiler Equipments,http://machineandtoolsbd.com/product/filter-gas-madas-2/
industrial vacuum cleaner with 1200W,Washing Cleaners,http://machineandtoolsbd.com/product/industrial-vacuum-cleaner-with-1500w/
Chemical Glove,Safety Equipments,http://machineandtoolsbd.com/product/chemical-glove/
Tire Inflating Gun,Pneumatic Components,http://machineandtoolsbd.com/product/tire-inflating-gun/
CROWN Bench Grinder / CT13332,Power Tools,http://machineandtoolsbd.com/product/crown-bench-grinder-ct13332/
High Pressure Cleaner Car Washer- VIDO,Washing Cleaners,http://machineandtoolsbd.com/product/high-pressure-cleaner-car-washer-vido/
High Pressure Car / Bike Washer Machine,Washing Cleaners,http://machineandtoolsbd.com/product/high-pressure-car-bike-washer-machine/
PIPE WRENCH 10″,Hardwere & Tools,http://machineandtoolsbd.com/product/pipe-wrench-10/
Electric Drill / MED4006,Power Tools,http://machineandtoolsbd.com/product/electric-drill-med4006/
High Pressure Washer / CT42020,Washing Cleaners,http://machineandtoolsbd.com/product/high-pressure-washer-ct42020/
High Pressure car washer machine,Washing Cleaners,http://machineandtoolsbd.com/product/high-pressure-car-washer-machine/
DCA HEAT AIR GUN,Power Tools,http://machineandtoolsbd.com/product/dca-heat-air-gun/
Angle Grinder / MAG8003R,Power Tools,http://machineandtoolsbd.com/product/angle-grinder-mag8003r/
Dental oil free air compressor 30L,Pneumatic Components,http://machineandtoolsbd.com/product/dental-oil-free-air-compressor-30l/
Pressure Sprayer 2 Liter,Garden Tools,http://machineandtoolsbd.com/product/pressure-sprayer-2-liter/
High Pressure Washer / MHPW1403,Automobile Equipments,http://machineandtoolsbd.com/product/high-pressure-washer-mhpw1403/
Measuring tape-3M,Hardwere & Tools,http://machineandtoolsbd.com/product/measuring-tape-3m/
Safety Valve for Boiler 1 ½”,Boiler Equipments,http://machineandtoolsbd.com/product/safety-valve-for-boiler-1-%c2%bd/
AIRTEC Solenoid Valve ( 5/3 way),Boiler Equipments,http://machineandtoolsbd.com/product/airtec-solenoid-valve-53-way/
Ultrasonic D-cut machine,Machinery,http://machineandtoolsbd.com/product/ultrasonic-d-cut-machine/
VERNIER CALIPER 8” INGCO BRAND,Hardwere & Tools,http://machineandtoolsbd.com/product/vernier-caliper-8-ingco-brand/
PORTABLE AIR COMPRESSOR SET,Washing Cleaners,http://machineandtoolsbd.com/product/portable-air-compressor-set/
Dongcheng Electric Blower Machine – Blue,Power Tools,http://machineandtoolsbd.com/product/dongcheng-electric-blower-machine-blue/
TOTAL IMPACT DRILL 750W,Power Tools,http://machineandtoolsbd.com/product/total-impact-drill-750w/
Pneumatic Push Type Socket (Y),Pneumatic Components,http://machineandtoolsbd.com/product/pneumatic-push-type-socket-y/
DC 12V Car / Bike High Pressure Water Pump,Automobile Equipments,http://machineandtoolsbd.com/product/dc-12v-car-bike-high-pressure-water-pump/
Ball End Hex Key Set (9pcs) / MHA2002-1,Hardwere & Tools,http://machineandtoolsbd.com/product/ball-end-hex-key-set-9pcs-mha2002-1/
Dungs Air & Gas Pressure Switch,Boiler Equipments,http://machineandtoolsbd.com/product/dungs-air-gas-pressure-switch/
Bosny ইদুর ধরার আঠা (থাইল্যান্ড),Hardwere & Tools,http://machineandtoolsbd.com/product/bosny-%e0%a6%87%e0%a6%a6%e0%a7%81%e0%a6%b0-%e0%a6%a7%e0%a6%b0%e0%a6%be%e0%a6%b0-%e0%a6%86%e0%a6%a0%e0%a6%be-%e0%a6%a5%e0%a6%be%e0%a6%87%e0%a6%b2%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%a8%e0%a7%8d%e0%a6%a1/
CARPET CLEANER SE 4002,Automobile Equipments,http://machineandtoolsbd.com/product/carpet-cleaner-se-4002/
WINDOW CLEANER WV 1,Washing Cleaners,http://machineandtoolsbd.com/product/window-cleaner-wv-1/
Landing Valve with Flanges-2.5″,Boiler Equipments,http://machineandtoolsbd.com/product/landing-valve-with-flanges-2-5/
GREASE GUN LEVER TYPE,Pneumatic Components,http://machineandtoolsbd.com/product/grease-gun-lever-type/
FLOOR POLISHER FP 303,Automobile Equipments,http://machineandtoolsbd.com/product/floor-polisher-fp-303/
Air Filter Regulator 1/2″,Pneumatic Components,http://machineandtoolsbd.com/product/air-filter-regulator-12/
VACUUM CLEANER HANDHELD VC 5,Automobile Equipments,http://machineandtoolsbd.com/product/vacuum-cleaner-handheld-vc-5/
DERA অ্যাঙ্গেল গ্রাইন্ডার মেশিন,Power Tools,http://machineandtoolsbd.com/product/dera-%e0%a6%85%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%99%e0%a7%8d%e0%a6%97%e0%a7%87%e0%a6%b2-%e0%a6%97%e0%a7%8d%e0%a6%b0%e0%a6%be%e0%a6%87%e0%a6%a8%e0%a7%8d%e0%a6%a1%e0%a6%be%e0%a6%b0-%e0%a6%ae%e0%a7%87/
Y Valve -Pneumatically operated 2 way Angle Seat Control Valve 1/2″,Boiler Equipments,http://machineandtoolsbd.com/product/y-valve-pneumatically-operated-2-way-angle-seat-control-valve-12/
Hand Trolly,Safety Equipments,http://machineandtoolsbd.com/product/hand-trolly/
High Pressure Washer / CT42024,Automobile Equipments,http://machineandtoolsbd.com/product/high-pressure-washer-ct42024/
Jewellery digital scale-600 Gram,Weight Scale,http://machineandtoolsbd.com/product/jewellery-digital-scale-600-gram/
Car Polisher Machine -1600W,Power Tools,http://machineandtoolsbd.com/product/car-polisher-machine-1600w/
Electric Blower Machine,Washing Cleaners,http://machineandtoolsbd.com/product/electric-blower-machine/
Double Open End Spanner Set (6-22)mm INGCO,Hardwere & Tools,http://machineandtoolsbd.com/product/double-open-end-spanner-set-6-22mm-ingco/
Heavy Duty Best Fogger BF-150,Safety Equipments,http://machineandtoolsbd.com/product/duty-best-fogger-bf-150/
"Y Strainer, SS, 1 Inch",Boiler Equipments,http://machineandtoolsbd.com/product/y-strainer-ss-1-inch/
Belimo Damper Actuator Lmu24-SR,Boiler Equipments,http://machineandtoolsbd.com/product/belimo-damper-actuator-lmu24-sr/
Angle Grinder / MAG7007,Power Tools,http://machineandtoolsbd.com/product/angle-grinder-mag7007/
Rechargeable Electric Drinking Water Dispenser Pump 5W,Washing Cleaners,http://machineandtoolsbd.com/product/rechargeable-electric-drinking-water-dispenser-pump-5w/
HISEC REFIEF SAFETY VALVE,Boiler Equipments,http://machineandtoolsbd.com/product/hisec-refief-safety-valve/
POLYURETHANE ফার্নিচার স্প্রে বার্নিশ  – BOSNY,Hardwere & Tools,http://machineandtoolsbd.com/product/polyurethane-%e0%a6%ab%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%a8%e0%a6%bf%e0%a6%9a%e0%a6%be%e0%a6%b0-%e0%a6%b8%e0%a7%8d%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a7%87-%e0%a6%ac%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%a8/
Planer Bosch GHO 26-82 Professional,Power Tools,http://machineandtoolsbd.com/product/planer-bosch-gho-26-82-professional/
Gas Regulator (Flange Type) 2″,Boiler Equipments,http://machineandtoolsbd.com/product/gas-regulator-flange-type-2/
Welding Machine MMA-350,Machinery,http://machineandtoolsbd.com/product/welding-machine-mma-315/
LP Gas Regulators- 3/4″,Boiler Equipments,http://machineandtoolsbd.com/product/lp-gas-regulators-34/
Car Polisher Machine,Machinery,http://machineandtoolsbd.com/product/car-polisher-machine/
Vacuum Cleaner Machine- 60L,Washing Cleaners,http://machineandtoolsbd.com/product/vacuum-cleaner-machine-60l/
pressure Gas regulator MADAS Italy DN 40,Boiler Equipments,http://machineandtoolsbd.com/product/pressure-gas-regulator-madas-italy-dn-40/
Bucket Grease Pump (Grease Dispenser) 10 KG,Textile Machinery,http://machineandtoolsbd.com/product/bucket-grease-pump-grease-dispenser-10-kg/
Mini Fogger Machine,Safety Equipments,http://machineandtoolsbd.com/product/mini-fogger-machine/
Pipe Bending Machine-JAPAN,Machinery,http://machineandtoolsbd.com/product/pipe-bending-machine-japan/
SMART SENSOR AS813 Digital Lux Light Meter,Machinery,http://machineandtoolsbd.com/product/smart-sensor-as813-digital-lux-light-meter/
BOLT CUTTER 18″,Hardwere & Tools,http://machineandtoolsbd.com/product/bolt-cutter-18/
2 Post car lift,Automobile Equipments,http://machineandtoolsbd.com/product/2-post-car-lift/
Portable 3 tons 12v electric car jack and Impact wrench set,Machinery,http://machineandtoolsbd.com/product/portable-3-tons-12v-electric-car-jack-and-impact-wrench-set/
Bosch Circular Saw  GKS 7000 Professional,Power Tools,http://machineandtoolsbd.com/product/bosch-circular-saw-gks-190-professional/
CAR WASHER (HIGH PRESSURE K 7 PREMIUM),Washing Cleaners,http://machineandtoolsbd.com/product/car-washer-high-pressure-k-7-premium/
Extinguisher,Safety Equipments,http://machineandtoolsbd.com/product/extinguisher/
Mini Digital Portable LCD Electronic Weighing Scale-0.01-200G,Weight Scale,http://machineandtoolsbd.com/product/mini-digital-portable-lcd-electronic-weighing-scale-0-01-200g/
Electric chain saw / MECS1601,Power Tools,http://machineandtoolsbd.com/product/electric-chain-saw-mecs1601/
DCA MARBLE CUTTER (1240W),Power Tools,http://machineandtoolsbd.com/product/dca-marble-cutter-1240w/
High Pressure Car Washer For Service Center,Automobile Equipments,http://machineandtoolsbd.com/product/high-pressure-car-washer-for-service-center/
Electric Car High Pressure Washing Cleaner Machine – 120 Bar Pressure,Automobile Equipments,http://machineandtoolsbd.com/product/electric-car-high-pressure-washing-cleaner-machine-120-bar-pressure/
Crown Hand Drill Machine (CT10126) – Grey,Power Tools,http://machineandtoolsbd.com/product/crown-hand-drill-machine-ct10066-grey/
0-25mm Micrometer-INGCO,Hardwere & Tools,http://machineandtoolsbd.com/product/0-25mm-micrometer-ingco/
combination spanner set 6-32mm INGCO,Hardwere & Tools,http://machineandtoolsbd.com/product/combination-spanner-set-6-32mm-ingco/
Bosch Angle Grinder – GWS 22-180  Professional 7″,Power Tools,http://machineandtoolsbd.com/product/bosch-angle-grinder-gws-2000-professional/
Siemens Duct Humidity Sensor- QFM2160,Boiler Equipments,http://machineandtoolsbd.com/product/siemens-duct-humidity-sensor-qfm2160/
Siemens Gas Burner Sequence Controller LFL 1.635,Boiler Equipments,http://machineandtoolsbd.com/product/siemens-gas-burner-sequence-controller-lfl/
Electric Drill / MED3006,Power Tools,http://machineandtoolsbd.com/product/electric-drill-med3006/
Car Polisher – Black & Decker,Automobile Equipments,http://machineandtoolsbd.com/product/car-polisher-black-decker/
Pneumatic Pressure Filter Regulator,Pneumatic Components,http://machineandtoolsbd.com/product/pneumatic-pressure-filter-regulator/
bx1-630 ARC welding machine,Machinery,http://machineandtoolsbd.com/product/bx1-630-arc-welding-machine/
UV flame detectors IP54 by Siemens – QRA10,Boiler Equipments,http://machineandtoolsbd.com/product/uv-flame-detectors-ip54-by-siemens-qra10/
Mini Gas Powered Portable Mosquito Fogger Machine- Supper 2000 Gold,Washing Cleaners,http://machineandtoolsbd.com/product/mini-fogger-machine-supper-2000-gold/
LME21.330C2 Siemens,Boiler Equipments,http://machineandtoolsbd.com/product/lme21-330c2-siemens/
DCA Blower With Vacuum Machine,Power Tools,http://machineandtoolsbd.com/product/dca-blower-with-vacuum-machine/
Angle Grinder(100/115mm)- DAWER,Power Tools,http://machineandtoolsbd.com/product/angle-grinder100115mm-dawer/
Electric drill machine with 23 pcs accessories,Power Tools,http://machineandtoolsbd.com/product/electric-drill-machine-with-23-pcs-accessories/
Body Washing Gun-Silver,Pneumatic Components,http://machineandtoolsbd.com/product/body-washing-gun-silver/
DCA Angle Grinder-5″,Power Tools,http://machineandtoolsbd.com/product/dca-angle-grinder-5/
Mega Digital Weight Scales 40 KG,Weight Scale,http://machineandtoolsbd.com/product/mega-digital-weight-scales-40-kg/
Pneumatic Thread Type Socket (Y),Pneumatic Components,http://machineandtoolsbd.com/product/pneumatic-thread-type-socket-y/
"Kitz SS Ball Valve Screw Type, Three Part- DN15",Boiler Equipments,http://machineandtoolsbd.com/product/kitz-ss-ball-valve-screw-type-three-part-dn15/
Super Glue – 40 G,Hardwere & Tools,http://machineandtoolsbd.com/product/super-glue-40-g/
combination spanner set 6-24mm INGCO,Hardwere & Tools,http://machineandtoolsbd.com/product/combination-spanner-set-6-24mm-ingco/
DCA Circular Saw-71/4″,Power Tools,http://machineandtoolsbd.com/product/dca-circular-saw-714/
Fire Extinguisher,Safety Equipments,http://machineandtoolsbd.com/product/fire-extinguisher/
হাই প্রেশার ওয়াটার গান,Washing Cleaners,http://machineandtoolsbd.com/product/%e0%a6%b9%e0%a6%be%e0%a6%87-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a7%87%e0%a6%b6%e0%a6%be%e0%a6%b0-%e0%a6%93%e0%a7%9f%e0%a6%be%e0%a6%9f%e0%a6%be%e0%a6%b0-%e0%a6%97%e0%a6%be%e0%a6%a8/
Rotary Drill GBM 13RE-BOSCH,Power Tools,http://machineandtoolsbd.com/product/rotary-drill-gbm-10re-bosch/
CROSS RIM WRENCH- 14″,Hardwere & Tools,http://machineandtoolsbd.com/product/cross-rim-wrench-14/
SS Flexible Joint (Thread Type),Boiler Equipments,http://machineandtoolsbd.com/product/ss-flexible-joint-thread-type/
bench grinder machine 6″ – 550W,Machinery,http://machineandtoolsbd.com/product/bench-grinder-machine-6-550w/
Boray Hammer Drill Machine 20mm-22mm- Blue,Power Tools,http://machineandtoolsbd.com/product/boray-hammer-drill-machine-20mm-22mm-blue/
Hot Melt Glue Gun-80W,Power Tools,http://machineandtoolsbd.com/product/hot-melt-glue-gun-80w/
Air bubble Packing roll – (1.2X110 m),Paper & Printing Equipment,http://machineandtoolsbd.com/product/air-bubble-packing-roll-1-2x110-m/
Lawn Mower -USA,Garden Tools,http://machineandtoolsbd.com/product/lawn-mower-usa/
Drill Machine Set 100 Pcs – KINGSAY,Power Tools,http://machineandtoolsbd.com/product/drill-machine-set-100-pcs-kingsay/
Filter Cartridges replacement filter,Washing Cleaners,http://machineandtoolsbd.com/product/filter-cartridges-replacement-filter/
Angle Grinder 1050W,Power Tools,http://machineandtoolsbd.com/product/angle-grinder-1050w/
